Version: 1 OpenDRIVE: ..\xodr\_overtake0.xodr, 3DModel: 
time, id, name, x, y, z, h, p, r, speed, wheel_angle, wheel_rot, centerOffsetX, centerOffsetY, centerOffsetZ, ctrl_type, height, laneId, length, model_id, obj_category, obj_type, offset, roadId, s, t, width
0.000, 0, b'Ego', 15.000, -7.500, 0.000, 0.000, 0.000, 0.000, 58.000, 0.000, 0.000, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 15.000, -7.500, 2.000
0.000, 1, b'A', -0.000, -4.500, 0.000, 0.000, 0.000, 0.000, 72.500, 0.000, 0.000, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 0.000, -4.500, 1.800
0.100, 0, b'Ego', 20.800, -7.500, 0.000, 0.000, 0.000, 0.000, 58.000, 0.000, 4.005, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 20.800, -7.500, 2.000
0.100, 1, b'A', 7.250, -4.500, 0.000, 0.000, 0.000, 0.000, 72.500, 0.000, 1.865, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 7.250, -4.500, 1.800
0.200, 0, b'Ego', 26.600, -7.500, 0.000, 0.000, 0.000, 0.000, 58.000, 0.000, 1.727, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 26.600, -7.500, 2.000
0.200, 1, b'A', 14.500, -4.500, 0.000, 0.000, 0.000, 0.000, 72.500, 0.000, 3.729, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 14.500, -4.500, 1.800
0.300, 0, b'Ego', 32.400, -7.500, 0.000, 0.000, 0.000, 0.000, 58.000, 0.000, 5.732, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 32.400, -7.500, 2.000
0.300, 1, b'A', 21.750, -4.500, 0.000, 0.000, 0.000, 0.000, 72.500, 0.000, 5.594, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 21.750, -4.500, 1.800
0.400, 0, b'Ego', 38.200, -7.500, 0.000, 0.000, 0.000, 0.000, 58.000, 0.000, 3.454, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 38.200, -7.500, 2.000
0.400, 1, b'A', 29.000, -4.500, 0.000, 0.000, 0.000, 0.000, 72.500, 0.000, 1.176, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 29.000, -4.500, 1.800
0.500, 0, b'Ego', 44.000, -7.500, 0.000, 0.000, 0.000, 0.000, 58.000, 0.000, 1.176, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 44.000, -7.500, 2.000
0.500, 1, b'A', 36.250, -4.500, 0.000, 0.000, 0.000, 0.000, 72.500, 0.000, 3.040, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 36.250, -4.500, 1.800
0.600, 0, b'Ego', 49.800, -7.500, 0.000, 0.000, 0.000, 0.000, 58.000, 0.000, 5.181, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 49.800, -7.500, 2.000
0.600, 1, b'A', 43.500, -4.500, 0.000, 0.000, 0.000, 0.000, 72.500, 0.000, 4.905, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 43.500, -4.500, 1.800
0.700, 0, b'Ego', 55.600, -7.500, 0.000, 0.000, 0.000, 0.000, 58.000, 0.000, 2.903, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 55.600, -7.500, 2.000
0.700, 1, b'A', 50.750, -4.500, 0.000, 0.000, 0.000, 0.000, 72.500, 0.000, 0.487, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 50.750, -4.500, 1.800
0.800, 0, b'Ego', 61.400, -7.500, 0.000, 0.000, 0.000, 0.000, 58.000, 0.000, 0.625, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 61.400, -7.500, 2.000
0.800, 1, b'A', 58.000, -4.500, 0.000, 0.000, 0.000, 0.000, 72.500, 0.000, 2.351, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 58.000, -4.500, 1.800
0.900, 0, b'Ego', 67.200, -7.500, 0.000, 0.000, 0.000, 0.000, 58.000, 0.000, 4.630, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 67.200, -7.500, 2.000
0.900, 1, b'A', 65.250, -4.500, 0.000, 0.000, 0.000, 0.000, 72.500, 0.000, 4.216, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 65.250, -4.500, 1.800
1.000, 0, b'Ego', 73.000, -7.500, 0.000, 0.000, 0.000, 0.000, 58.000, 0.000, 2.351, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 73.000, -7.500, 2.000
1.000, 1, b'A', 72.500, -4.500, 0.000, 0.000, 0.000, 0.000, 72.500, 0.000, 6.081, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 72.500, -4.500, 1.800
1.100, 0, b'Ego', 78.800, -7.500, 0.000, 0.000, 0.000, 0.000, 58.000, 0.000, 0.073, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 78.800, -7.500, 2.000
