Version: 1 OpenDRIVE: ..\xodr\_overtake0.xodr, 3DModel: 
time, id, name, x, y, z, h, p, r, speed, wheel_angle, wheel_rot, centerOffsetX, centerOffsetY, centerOffsetZ, ctrl_type, height, laneId, length, model_id, obj_category, obj_type, offset, roadId, s, t, width
0.000, 0, b'Ego', 10.000, -4.500, 0.000, 0.000, 0.000, 0.000, 56.000, 0.000, 0.000, 1.400, 0.000, 0.900, 0, 1.800, -2, 5.000, 0, 0, 1, 0.000, 0, 10.000, -4.500, 2.000
0.000, 1, b'A', -0.000, -1.500, 0.000, 0.000, 0.000, 0.000, 91.000, 0.000, 0.000, 1.300, 0.000, 0.800, 0, 1.500, -1, 4.500, 2, 0, 1, 0.000, 0, 0.000, -1.500, 1.800
0.100, 0, b'Ego', 15.600, -4.500, 0.000, 0.000, 0.000, 0.000, 56.000, 0.000, 3.434, 1.400, 0.000, 0.900, 0, 1.800, -2, 5.000, 0, 0, 1, 0.000, 0, 15.600, -4.500, 2.000
0.100, 1, b'A', 9.100, -1.500, 0.000, 0.000, 0.000, 0.000, 91.000, 0.000, 0.867, 1.300, 0.000, 0.800, 0, 1.500, -1, 4.500, 2, 0, 1, 0.000, 0, 9.100, -1.500, 1.800
0.200, 0, b'Ego', 21.200, -4.500, 0.000, 0.000, 0.000, 0.000, 56.000, 0.000, 0.584, 1.400, 0.000, 0.900, 0, 1.800, -2, 5.000, 0, 0, 1, 0.000, 0, 21.200, -4.500, 2.000
0.200, 1, b'A', 18.200, -1.500, 0.000, 0.000, 0.000, 0.000, 91.000, 0.000, 1.735, 1.300, 0.000, 0.800, 0, 1.500, -1, 4.500, 2, 0, 1, 0.000, 0, 18.200, -1.500, 1.800
0.300, 0, b'Ego', 26.800, -4.500, 0.000, 0.000, 0.000, 0.000, 56.000, 0.000, 4.018, 1.400, 0.000, 0.900, 0, 1.800, -2, 5.000, 0, 0, 1, 0.000, 0, 26.800, -4.500, 2.000
0.300, 1, b'A', 27.300, -1.500, 0.000, 0.000, 0.000, 0.000, 91.000, 0.000, 2.602, 1.300, 0.000, 0.800, 0, 1.500, -1, 4.500, 2, 0, 1, 0.000, 0, 27.300, -1.500, 1.800
0.400, 0, b'Ego', 32.400, -4.500, 0.000, 0.000, 0.000, 0.000, 56.000, 0.000, 1.168, 1.400, 0.000, 0.900, 0, 1.800, -2, 5.000, 0, 0, 1, 0.000, 0, 32.400, -4.500, 2.000
0.400, 1, b'A', 36.400, -1.500, 0.000, 0.000, 0.000, 0.000, 91.000, 0.000, 3.469, 1.300, 0.000, 0.800, 0, 1.500, -1, 4.500, 2, 0, 1, 0.000, 0, 36.400, -1.500, 1.800
0.500, 0, b'Ego', 38.000, -4.500, 0.000, 0.000, 0.000, 0.000, 56.000, 0.000, 4.602, 1.400, 0.000, 0.900, 0, 1.800, -2, 5.000, 0, 0, 1, 0.000, 0, 38.000, -4.500, 2.000
