Version: 1 OpenDRIVE: ..\xodr\_overtake0.xodr, 3DModel: 
time, id, name, x, y, z, h, p, r, speed, wheel_angle, wheel_rot, centerOffsetX, centerOffsetY, centerOffsetZ, ctrl_type, height, laneId, length, model_id, obj_category, obj_type, offset, roadId, s, t, width
0.000, 0, b'Ego', 15.000, -7.500, 0.000, 0.000, 0.000, 0.000, 15.000, 0.000, 0.000, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 15.000, -7.500, 2.000
0.000, 1, b'A', -0.000, -4.500, 0.000, 0.000, 0.000, 0.000, 18.750, 0.000, 0.000, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 0.000, -4.500, 1.800
0.100, 0, b'Ego', 16.500, -7.500, 0.000, 0.000, 0.000, 0.000, 15.000, 0.000, 4.286, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 16.500, -7.500, 2.000
0.100, 1, b'A', 1.875, -4.500, 0.000, 0.000, 0.000, 0.000, 18.750, 0.000, 5.357, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 1.875, -4.500, 1.800
0.200, 0, b'Ego', 18.000, -7.500, 0.000, 0.000, 0.000, 0.000, 15.000, 0.000, 2.288, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 18.000, -7.500, 2.000
0.200, 1, b'A', 3.750, -4.500, 0.000, 0.000, 0.000, 0.000, 18.750, 0.000, 4.431, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 3.750, -4.500, 1.800
0.300, 0, b'Ego', 19.500, -7.500, 0.000, 0.000, 0.000, 0.000, 15.000, 0.000, 0.291, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 19.500, -7.500, 2.000
0.300, 1, b'A', 5.625, -4.500, 0.000, 0.000, 0.000, 0.000, 18.750, 0.000, 3.505, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 5.625, -4.500, 1.800
0.400, 0, b'Ego', 21.000, -7.500, 0.000, 0.000, 0.000, 0.000, 15.000, 0.000, 4.576, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 21.000, -7.500, 2.000
0.400, 1, b'A', 7.500, -4.500, 0.000, 0.000, 0.000, 0.000, 18.750, 0.000, 2.579, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 7.500, -4.500, 1.800
0.500, 0, b'Ego', 22.500, -7.500, 0.000, 0.000, 0.000, 0.000, 15.000, 0.000, 2.579, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 22.500, -7.500, 2.000
0.500, 1, b'A', 9.375, -4.500, 0.000, 0.000, 0.000, 0.000, 18.750, 0.000, 1.653, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 9.375, -4.500, 1.800
0.600, 0, b'Ego', 24.000, -7.500, 0.000, 0.000, 0.000, 0.000, 15.000, 0.000, 0.582, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 24.000, -7.500, 2.000
0.600, 1, b'A', 11.250, -4.500, 0.000, 0.000, 0.000, 0.000, 18.750, 0.000, 0.727, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 11.250, -4.500, 1.800
0.700, 0, b'Ego', 25.500, -7.500, 0.000, 0.000, 0.000, 0.000, 15.000, 0.000, 4.867, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 25.500, -7.500, 2.000
0.700, 1, b'A', 13.125, -4.500, 0.000, 0.000, 0.000, 0.000, 18.750, 0.000, 6.084, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 13.125, -4.500, 1.800
0.800, 0, b'Ego', 27.000, -7.500, 0.000, 0.000, 0.000, 0.000, 15.000, 0.000, 2.870, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 27.000, -7.500, 2.000
0.800, 1, b'A', 15.000, -4.500, 0.000, 0.000, 0.000, 0.000, 18.750, 0.000, 5.158, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 15.000, -4.500, 1.800
0.900, 0, b'Ego', 28.500, -7.500, 0.000, 0.000, 0.000, 0.000, 15.000, 0.000, 0.872, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 28.500, -7.500, 2.000
0.900, 1, b'A', 16.875, -4.500, 0.000, 0.000, 0.000, 0.000, 18.750, 0.000, 4.232, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 16.875, -4.500, 1.800
1.000, 0, b'Ego', 30.000, -7.500, 0.000, 0.000, 0.000, 0.000, 15.000, 0.000, 5.158, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 30.000, -7.500, 2.000
1.000, 1, b'A', 18.750, -4.500, 0.000, 0.000, 0.000, 0.000, 18.750, 0.000, 3.306, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 18.750, -4.500, 1.800
1.100, 0, b'Ego', 31.500, -7.500, 0.000, 0.000, 0.000, 0.000, 15.000, 0.000, 3.161, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 31.500, -7.500, 2.000
1.100, 1, b'A', 20.625, -4.500, 0.000, 0.000, 0.000, 0.000, 18.750, 0.000, 2.380, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 20.625, -4.500, 1.800
1.200, 0, b'Ego', 33.000, -7.500, 0.000, 0.000, 0.000, 0.000, 15.000, 0.000, 1.163, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 33.000, -7.500, 2.000
1.200, 1, b'A', 22.500, -4.500, 0.000, 0.000, 0.000, 0.000, 18.750, 0.000, 1.454, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 22.500, -4.500, 1.800
1.300, 0, b'Ego', 34.500, -7.500, 0.000, 0.000, 0.000, 0.000, 15.000, 0.000, 5.449, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 34.500, -7.500, 2.000
1.300, 1, b'A', 24.375, -4.500, 0.000, 0.000, 0.000, 0.000, 18.750, 0.000, 0.528, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 24.375, -4.500, 1.800
1.400, 0, b'Ego', 36.000, -7.500, 0.000, 0.000, 0.000, 0.000, 15.000, 0.000, 3.451, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 36.000, -7.500, 2.000
1.400, 1, b'A', 26.250, -4.500, 0.000, 0.000, 0.000, 0.000, 18.750, 0.000, 5.885, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 26.250, -4.500, 1.800
1.500, 0, b'Ego', 37.500, -7.500, 0.000, 0.000, 0.000, 0.000, 15.000, 0.000, 1.454, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 37.500, -7.500, 2.000
1.500, 1, b'A', 28.125, -4.500, 0.000, 0.000, 0.000, 0.000, 18.750, 0.000, 4.959, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 28.125, -4.500, 1.800
1.600, 0, b'Ego', 39.000, -7.500, 0.000, 0.000, 0.000, 0.000, 15.000, 0.000, 5.740, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 39.000, -7.500, 2.000
1.600, 1, b'A', 30.000, -4.500, 0.000, 0.000, 0.000, 0.000, 18.750, 0.000, 4.033, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 30.000, -4.500, 1.800
1.700, 0, b'Ego', 40.500, -7.500, 0.000, 0.000, 0.000, 0.000, 15.000, 0.000, 3.742, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 40.500, -7.500, 2.000
1.700, 1, b'A', 31.875, -4.500, 0.000, 0.000, 0.000, 0.000, 18.750, 0.000, 3.107, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 31.875, -4.500, 1.800
1.800, 0, b'Ego', 42.000, -7.500, 0.000, 0.000, 0.000, 0.000, 15.000, 0.000, 1.745, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 42.000, -7.500, 2.000
1.800, 1, b'A', 33.750, -4.500, 0.000, 0.000, 0.000, 0.000, 18.750, 0.000, 2.181, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 33.750, -4.500, 1.800
1.900, 0, b'Ego', 43.500, -7.500, 0.000, 0.000, 0.000, 0.000, 15.000, 0.000, 6.030, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 43.500, -7.500, 2.000
1.900, 1, b'A', 35.625, -4.500, 0.000, 0.000, 0.000, 0.000, 18.750, 0.000, 1.255, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 35.625, -4.500, 1.800
2.000, 0, b'Ego', 45.000, -7.500, 0.000, 0.000, 0.000, 0.000, 15.000, 0.000, 4.033, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 45.000, -7.500, 2.000
2.000, 1, b'A', 37.500, -4.500, 0.000, 0.000, 0.000, 0.000, 18.750, 0.000, 0.329, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 37.500, -4.500, 1.800
2.100, 0, b'Ego', 46.500, -7.500, 0.000, 0.000, 0.000, 0.000, 15.000, 0.000, 2.035, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 46.500, -7.500, 2.000
2.100, 1, b'A', 39.375, -4.500, 0.000, 0.000, 0.000, 0.000, 18.750, 0.000, 5.686, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 39.375, -4.500, 1.800
2.200, 0, b'Ego', 48.000, -7.500, 0.000, 0.000, 0.000, 0.000, 15.000, 0.000, 0.038, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 48.000, -7.500, 2.000
2.200, 1, b'A', 41.250, -4.500, 0.000, 0.000, 0.000, 0.000, 18.750, 0.000, 4.760, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 41.250, -4.500, 1.800
2.300, 0, b'Ego', 49.500, -7.500, 0.000, 0.000, 0.000, 0.000, 15.000, 0.000, 4.324, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 49.500, -7.500, 2.000
2.300, 1, b'A', 43.125, -4.500, 0.000, 0.000, 0.000, 0.000, 18.750, 0.000, 3.834, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 43.125, -4.500, 1.800
2.400, 0, b'Ego', 51.000, -7.500, 0.000, 0.000, 0.000, 0.000, 15.000, 0.000, 2.326, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 51.000, -7.500, 2.000
2.400, 1, b'A', 45.000, -4.500, 0.000, 0.000, 0.000, 0.000, 18.750, 0.000, 2.908, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 45.000, -4.500, 1.800
2.500, 0, b'Ego', 52.500, -7.500, 0.000, 0.000, 0.000, 0.000, 15.000, 0.000, 0.329, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 52.500, -7.500, 2.000
2.500, 1, b'A', 46.875, -4.500, 0.000, 0.000, 0.000, 0.000, 18.750, 0.000, 1.982, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 46.875, -4.500, 1.800
2.600, 0, b'Ego', 54.000, -7.500, 0.000, 0.000, 0.000, 0.000, 15.000, 0.000, 4.614, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 54.000, -7.500, 2.000
2.600, 1, b'A', 48.750, -4.500, 0.000, 0.000, 0.000, 0.000, 18.750, 0.000, 1.056, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 48.750, -4.500, 1.800
2.700, 0, b'Ego', 55.500, -7.500, 0.000, 0.000, 0.000, 0.000, 15.000, 0.000, 2.617, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 55.500, -7.500, 2.000
2.700, 1, b'A', 50.625, -4.500, 0.000, 0.000, 0.000, 0.000, 18.750, 0.000, 0.130, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 50.625, -4.500, 1.800
2.800, 0, b'Ego', 57.000, -7.500, 0.000, 0.000, 0.000, 0.000, 15.000, 0.000, 0.619, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 57.000, -7.500, 2.000
2.800, 1, b'A', 52.500, -4.500, 0.000, 0.000, 0.000, 0.000, 18.750, 0.000, 5.487, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 52.500, -4.500, 1.800
2.900, 0, b'Ego', 58.500, -7.500, 0.000, 0.000, 0.000, 0.000, 15.000, 0.000, 4.905, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 58.500, -7.500, 2.000
2.900, 1, b'A', 54.375, -4.500, 0.000, 0.000, 0.000, 0.000, 18.750, 0.000, 4.561, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 54.375, -4.500, 1.800
3.000, 0, b'Ego', 60.000, -7.500, 0.000, 0.000, 0.000, 0.000, 15.000, 0.000, 2.908, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 60.000, -7.500, 2.000
3.000, 1, b'A', 56.250, -4.500, 0.000, 0.000, 0.000, 0.000, 18.750, 0.000, 3.635, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 56.250, -4.500, 1.800
3.100, 0, b'Ego', 61.500, -7.500, 0.000, 0.000, 0.000, 0.000, 15.000, 0.000, 0.910, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 61.500, -7.500, 2.000
3.100, 1, b'A', 58.125, -4.500, 0.000, 0.000, 0.000, 0.000, 18.750, 0.000, 2.709, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 58.125, -4.500, 1.800
3.200, 0, b'Ego', 63.000, -7.500, 0.000, 0.000, 0.000, 0.000, 15.000, 0.000, 5.196, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 63.000, -7.500, 2.000
3.200, 1, b'A', 60.000, -4.500, 0.000, 0.000, 0.000, 0.000, 18.750, 0.000, 1.783, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 60.000, -4.500, 1.800
3.300, 0, b'Ego', 64.500, -7.500, 0.000, 0.000, 0.000, 0.000, 15.000, 0.000, 3.198, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 64.500, -7.500, 2.000
3.300, 1, b'A', 61.875, -4.500, 0.000, 0.000, 0.000, 0.000, 18.750, 0.000, 0.857, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 61.875, -4.500, 1.800
3.400, 0, b'Ego', 66.000, -7.500, 0.000, 0.000, 0.000, 0.000, 15.000, 0.000, 1.201, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 66.000, -7.500, 2.000
3.400, 1, b'A', 63.750, -4.500, 0.000, 0.000, 0.000, 0.000, 18.750, 0.000, 6.214, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 63.750, -4.500, 1.800
3.500, 0, b'Ego', 67.500, -7.500, 0.000, 0.000, 0.000, 0.000, 15.000, 0.000, 5.487, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 67.500, -7.500, 2.000
3.500, 1, b'A', 65.625, -4.500, 0.000, 0.000, 0.000, 0.000, 18.750, 0.000, 5.288, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 65.625, -4.500, 1.800
3.600, 0, b'Ego', 69.000, -7.500, 0.000, 0.000, 0.000, 0.000, 15.000, 0.000, 3.489, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 69.000, -7.500, 2.000
3.600, 1, b'A', 67.500, -4.500, 0.000, 0.000, 0.000, 0.000, 18.750, 0.000, 4.362, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 67.500, -4.500, 1.800
3.700, 0, b'Ego', 70.500, -7.500, 0.000, 0.000, 0.000, 0.000, 15.000, 0.000, 1.492, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 70.500, -7.500, 2.000
3.700, 1, b'A', 69.375, -4.500, 0.000, 0.000, 0.000, 0.000, 18.750, 0.000, 3.436, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 69.375, -4.500, 1.800
3.800, 0, b'Ego', 72.000, -7.500, 0.000, 0.000, 0.000, 0.000, 15.000, 0.000, 5.778, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 72.000, -7.500, 2.000
3.800, 1, b'A', 71.250, -4.500, 0.000, 0.000, 0.000, 0.000, 18.750, 0.000, 2.509, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 71.250, -4.500, 1.800
3.900, 0, b'Ego', 73.500, -7.500, 0.000, 0.000, 0.000, 0.000, 15.000, 0.000, 3.780, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 73.500, -7.500, 2.000
3.900, 1, b'A', 73.125, -4.500, 0.000, 0.000, 0.000, 0.000, 18.750, 0.000, 1.583, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 73.125, -4.500, 1.800
4.000, 0, b'Ego', 75.000, -7.500, 0.000, 0.000, 0.000, 0.000, 15.000, 0.000, 1.783, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 75.000, -7.500, 2.000
4.000, 1, b'A', 75.000, -4.500, 0.000, 0.000, 0.000, 0.000, 18.750, 0.000, 0.657, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 75.000, -4.500, 1.800
4.100, 0, b'Ego', 76.500, -7.500, 0.000, 0.000, 0.000, 0.000, 15.000, 0.000, 6.068, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 76.500, -7.500, 2.000
4.100, 1, b'A', 76.875, -4.500, 0.000, 0.000, 0.000, 0.000, 18.750, 0.000, 6.015, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 76.875, -4.500, 1.800
4.200, 0, b'Ego', 78.000, -7.500, 0.000, 0.000, 0.000, 0.000, 15.000, 0.000, 4.071, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 78.000, -7.500, 2.000
4.200, 1, b'A', 78.750, -4.500, 0.000, 0.000, 0.000, 0.000, 18.750, 0.000, 5.089, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 78.750, -4.500, 1.800
4.300, 0, b'Ego', 79.500, -7.500, 0.000, 0.000, 0.000, 0.000, 15.000, 0.000, 2.073, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 79.500, -7.500, 2.000
4.300, 1, b'A', 80.625, -4.500, 0.000, 0.000, 0.000, 0.000, 18.750, 0.000, 4.162, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 80.625, -4.500, 1.800
4.400, 0, b'Ego', 81.000, -7.500, 0.000, 0.000, 0.000, 0.000, 15.000, 0.000, 0.076, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 81.000, -7.500, 2.000
4.400, 1, b'A', 82.500, -4.500, 0.000, 0.000, 0.000, 0.000, 18.750, 0.000, 3.236, 1.300, 0.000, 0.800, 0, 1.500, -2, 4.500, 2, 0, 1, 0.000, 0, 82.500, -4.500, 1.800
4.500, 0, b'Ego', 82.500, -7.500, 0.000, 0.000, 0.000, 0.000, 15.000, 0.000, 4.362, 1.400, 0.000, 0.900, 0, 1.800, -3, 5.000, 0, 0, 1, 0.000, 0, 82.500, -7.500, 2.000
