Version: 1 OpenDRIVE: ..\xodr\_overtake0.xodr, 3DModel: 
time, id, name, x, y, z, h, p, r, speed, wheel_angle, wheel_rot, centerOffsetX, centerOffsetY, centerOffsetZ, ctrl_type, height, laneId, length, model_id, obj_category, obj_type, offset, roadId, s, t, width
0.000, 0, b'Ego', 10.000, -4.500, 0.000, 0.000, 0.000, 0.000, 29.000, 0.000, 0.000, 1.400, 0.000, 0.900, 0, 1.800, -2, 5.000, 0, 0, 1, 0.000, 0, 10.000, -4.500, 2.000
0.000, 1, b'A', -0.000, -1.500, 0.000, 0.000, 0.000, 0.000, 36.250, 0.000, 0.000, 1.300, 0.000, 0.800, 0, 1.500, -1, 4.500, 2, 0, 1, 0.000, 0, 0.000, -1.500, 1.800
0.100, 0, b'Ego', 12.900, -4.500, 0.000, 0.000, 0.000, 0.000, 29.000, 0.000, 2.003, 1.400, 0.000, 0.900, 0, 1.800, -2, 5.000, 0, 0, 1, 0.000, 0, 12.900, -4.500, 2.000
0.100, 1, b'A', 3.625, -1.500, 0.000, 0.000, 0.000, 0.000, 36.250, 0.000, 4.074, 1.300, 0.000, 0.800, 0, 1.500, -1, 4.500, 2, 0, 1, 0.000, 0, 3.625, -1.500, 1.800
0.200, 0, b'Ego', 15.800, -4.500, 0.000, 0.000, 0.000, 0.000, 29.000, 0.000, 4.005, 1.400, 0.000, 0.900, 0, 1.800, -2, 5.000, 0, 0, 1, 0.000, 0, 15.800, -4.500, 2.000
0.200, 1, b'A', 7.250, -1.500, 0.000, 0.000, 0.000, 0.000, 36.250, 0.000, 1.865, 1.300, 0.000, 0.800, 0, 1.500, -1, 4.500, 2, 0, 1, 0.000, 0, 7.250, -1.500, 1.800
0.300, 0, b'Ego', 18.700, -4.500, 0.000, 0.000, 0.000, 0.000, 29.000, 0.000, 6.008, 1.400, 0.000, 0.900, 0, 1.800, -2, 5.000, 0, 0, 1, 0.000, 0, 18.700, -4.500, 2.000
0.300, 1, b'A', 10.875, -1.500, 0.000, 0.000, 0.000, 0.000, 36.250, 0.000, 5.939, 1.300, 0.000, 0.800, 0, 1.500, -1, 4.500, 2, 0, 1, 0.000, 0, 10.875, -1.500, 1.800
0.400, 0, b'Ego', 21.600, -4.500, 0.000, 0.000, 0.000, 0.000, 29.000, 0.000, 1.727, 1.400, 0.000, 0.900, 0, 1.800, -2, 5.000, 0, 0, 1, 0.000, 0, 21.600, -4.500, 2.000
0.400, 1, b'A', 14.500, -1.500, 0.000, 0.000, 0.000, 0.000, 36.250, 0.000, 3.729, 1.300, 0.000, 0.800, 0, 1.500, -1, 4.500, 2, 0, 1, 0.000, 0, 14.500, -1.500, 1.800
0.500, 0, b'Ego', 24.500, -4.500, 0.000, 0.000, 0.000, 0.000, 29.000, 0.000, 3.729, 1.400, 0.000, 0.900, 0, 1.800, -2, 5.000, 0, 0, 1, 0.000, 0, 24.500, -4.500, 2.000
0.500, 1, b'A', 18.125, -1.500, 0.000, 0.000, 0.000, 0.000, 36.250, 0.000, 1.520, 1.300, 0.000, 0.800, 0, 1.500, -1, 4.500, 2, 0, 1, 0.000, 0, 18.125, -1.500, 1.800
0.600, 0, b'Ego', 27.400, -4.500, 0.000, 0.000, 0.000, 0.000, 29.000, 0.000, 5.732, 1.400, 0.000, 0.900, 0, 1.800, -2, 5.000, 0, 0, 1, 0.000, 0, 27.400, -4.500, 2.000
0.600, 1, b'A', 21.750, -1.500, 0.000, 0.000, 0.000, 0.000, 36.250, 0.000, 5.594, 1.300, 0.000, 0.800, 0, 1.500, -1, 4.500, 2, 0, 1, 0.000, 0, 21.750, -1.500, 1.800
0.700, 0, b'Ego', 30.300, -4.500, 0.000, 0.000, 0.000, 0.000, 29.000, 0.000, 1.451, 1.400, 0.000, 0.900, 0, 1.800, -2, 5.000, 0, 0, 1, 0.000, 0, 30.300, -4.500, 2.000
0.700, 1, b'A', 25.375, -1.500, 0.000, 0.000, 0.000, 0.000, 36.250, 0.000, 3.385, 1.300, 0.000, 0.800, 0, 1.500, -1, 4.500, 2, 0, 1, 0.000, 0, 25.375, -1.500, 1.800
0.800, 0, b'Ego', 33.200, -4.500, 0.000, 0.000, 0.000, 0.000, 29.000, 0.000, 3.454, 1.400, 0.000, 0.900, 0, 1.800, -2, 5.000, 0, 0, 1, 0.000, 0, 33.200, -4.500, 2.000
0.800, 1, b'A', 29.000, -1.500, 0.000, 0.000, 0.000, 0.000, 36.250, 0.000, 1.176, 1.300, 0.000, 0.800, 0, 1.500, -1, 4.500, 2, 0, 1, 0.000, 0, 29.000, -1.500, 1.800
0.900, 0, b'Ego', 36.100, -4.500, 0.000, 0.000, 0.000, 0.000, 29.000, 0.000, 5.456, 1.400, 0.000, 0.900, 0, 1.800, -2, 5.000, 0, 0, 1, 0.000, 0, 36.100, -4.500, 2.000
0.900, 1, b'A', 32.625, -1.500, 0.000, 0.000, 0.000, 0.000, 36.250, 0.000, 5.250, 1.300, 0.000, 0.800, 0, 1.500, -1, 4.500, 2, 0, 1, 0.000, 0, 32.625, -1.500, 1.800
1.000, 0, b'Ego', 39.000, -4.500, 0.000, 0.000, 0.000, 0.000, 29.000, 0.000, 1.176, 1.400, 0.000, 0.900, 0, 1.800, -2, 5.000, 0, 0, 1, 0.000, 0, 39.000, -4.500, 2.000
1.000, 1, b'A', 36.250, -1.500, 0.000, 0.000, 0.000, 0.000, 36.250, 0.000, 3.040, 1.300, 0.000, 0.800, 0, 1.500, -1, 4.500, 2, 0, 1, 0.000, 0, 36.250, -1.500, 1.800
1.100, 0, b'Ego', 41.900, -4.500, 0.000, 0.000, 0.000, 0.000, 29.000, 0.000, 3.178, 1.400, 0.000, 0.900, 0, 1.800, -2, 5.000, 0, 0, 1, 0.000, 0, 41.900, -4.500, 2.000
1.100, 1, b'A', 39.875, -1.500, 0.000, 0.000, 0.000, 0.000, 36.250, 0.000, 0.831, 1.300, 0.000, 0.800, 0, 1.500, -1, 4.500, 2, 0, 1, 0.000, 0, 39.875, -1.500, 1.800
1.200, 0, b'Ego', 44.800, -4.500, 0.000, 0.000, 0.000, 0.000, 29.000, 0.000, 5.181, 1.400, 0.000, 0.900, 0, 1.800, -2, 5.000, 0, 0, 1, 0.000, 0, 44.800, -4.500, 2.000
1.200, 1, b'A', 43.500, -1.500, 0.000, 0.000, 0.000, 0.000, 36.250, 0.000, 4.905, 1.300, 0.000, 0.800, 0, 1.500, -1, 4.500, 2, 0, 1, 0.000, 0, 43.500, -1.500, 1.800
1.300, 0, b'Ego', 47.700, -4.500, 0.000, 0.000, 0.000, 0.000, 29.000, 0.000, 0.900, 1.400, 0.000, 0.900, 0, 1.800, -2, 5.000, 0, 0, 1, 0.000, 0, 47.700, -4.500, 2.000
1.300, 1, b'A', 47.125, -1.500, 0.000, 0.000, 0.000, 0.000, 36.250, 0.000, 2.696, 1.300, 0.000, 0.800, 0, 1.500, -1, 4.500, 2, 0, 1, 0.000, 0, 47.125, -1.500, 1.800
1.400, 0, b'Ego', 50.600, -4.500, 0.000, 0.000, 0.000, 0.000, 29.000, 0.000, 2.903, 1.400, 0.000, 0.900, 0, 1.800, -2, 5.000, 0, 0, 1, 0.000, 0, 50.600, -4.500, 2.000
1.400, 1, b'A', 50.750, -1.500, 0.000, 0.000, 0.000, 0.000, 36.250, 0.000, 0.487, 1.300, 0.000, 0.800, 0, 1.500, -1, 4.500, 2, 0, 1, 0.000, 0, 50.750, -1.500, 1.800
1.500, 0, b'Ego', 53.500, -4.500, 0.000, 0.000, 0.000, 0.000, 29.000, 0.000, 4.905, 1.400, 0.000, 0.900, 0, 1.800, -2, 5.000, 0, 0, 1, 0.000, 0, 53.500, -4.500, 2.000
1.500, 1, b'A', 54.375, -1.500, 0.000, 0.000, 0.000, 0.000, 36.250, 0.000, 4.561, 1.300, 0.000, 0.800, 0, 1.500, -1, 4.500, 2, 0, 1, 0.000, 0, 54.375, -1.500, 1.800
1.600, 0, b'Ego', 56.400, -4.500, 0.000, 0.000, 0.000, 0.000, 29.000, 0.000, 0.625, 1.400, 0.000, 0.900, 0, 1.800, -2, 5.000, 0, 0, 1, 0.000, 0, 56.400, -4.500, 2.000
1.600, 1, b'A', 58.000, -1.500, 0.000, 0.000, 0.000, 0.000, 36.250, 0.000, 2.351, 1.300, 0.000, 0.800, 0, 1.500, -1, 4.500, 2, 0, 1, 0.000, 0, 58.000, -1.500, 1.800
1.700, 0, b'Ego', 59.300, -4.500, 0.000, 0.000, 0.000, 0.000, 29.000, 0.000, 2.627, 1.400, 0.000, 0.900, 0, 1.800, -2, 5.000, 0, 0, 1, 0.000, 0, 59.300, -4.500, 2.000
1.700, 1, b'A', 61.625, -1.500, 0.000, 0.000, 0.000, 0.000, 36.250, 0.000, 0.142, 1.300, 0.000, 0.800, 0, 1.500, -1, 4.500, 2, 0, 1, 0.000, 0, 61.625, -1.500, 1.800
1.800, 0, b'Ego', 62.200, -4.500, 0.000, 0.000, 0.000, 0.000, 29.000, 0.000, 4.630, 1.400, 0.000, 0.900, 0, 1.800, -2, 5.000, 0, 0, 1, 0.000, 0, 62.200, -4.500, 2.000
1.800, 1, b'A', 65.250, -1.500, 0.000, 0.000, 0.000, 0.000, 36.250, 0.000, 4.216, 1.300, 0.000, 0.800, 0, 1.500, -1, 4.500, 2, 0, 1, 0.000, 0, 65.250, -1.500, 1.800
1.900, 0, b'Ego', 65.100, -4.500, 0.000, 0.000, 0.000, 0.000, 29.000, 0.000, 0.349, 1.400, 0.000, 0.900, 0, 1.800, -2, 5.000, 0, 0, 1, 0.000, 0, 65.100, -4.500, 2.000
1.900, 1, b'A', 68.875, -1.500, 0.000, 0.000, 0.000, 0.000, 36.250, 0.000, 2.007, 1.300, 0.000, 0.800, 0, 1.500, -1, 4.500, 2, 0, 1, 0.000, 0, 68.875, -1.500, 1.800
2.000, 0, b'Ego', 68.000, -4.500, 0.000, 0.000, 0.000, 0.000, 29.000, 0.000, 2.351, 1.400, 0.000, 0.900, 0, 1.800, -2, 5.000, 0, 0, 1, 0.000, 0, 68.000, -4.500, 2.000
2.000, 1, b'A', 72.500, -1.500, 0.000, 0.000, 0.000, 0.000, 36.250, 0.000, 6.081, 1.300, 0.000, 0.800, 0, 1.500, -1, 4.500, 2, 0, 1, 0.000, 0, 72.500, -1.500, 1.800
2.100, 0, b'Ego', 70.900, -4.500, 0.000, 0.000, 0.000, 0.000, 29.000, 0.000, 4.354, 1.400, 0.000, 0.900, 0, 1.800, -2, 5.000, 0, 0, 1, 0.000, 0, 70.900, -4.500, 2.000
2.100, 1, b'A', 76.125, -1.500, 0.000, 0.000, 0.000, 0.000, 36.250, 0.000, 3.872, 1.300, 0.000, 0.800, 0, 1.500, -1, 4.500, 2, 0, 1, 0.000, 0, 76.125, -1.500, 1.800
2.200, 0, b'Ego', 73.800, -4.500, 0.000, 0.000, 0.000, 0.000, 29.000, 0.000, 0.073, 1.400, 0.000, 0.900, 0, 1.800, -2, 5.000, 0, 0, 1, 0.000, 0, 73.800, -4.500, 2.000
2.200, 1, b'A', 79.750, -1.500, 0.000, 0.000, 0.000, 0.000, 36.250, 0.000, 1.662, 1.300, 0.000, 0.800, 0, 1.500, -1, 4.500, 2, 0, 1, 0.000, 0, 79.750, -1.500, 1.800
2.300, 0, b'Ego', 76.700, -4.500, 0.000, 0.000, 0.000, 0.000, 29.000, 0.000, 2.076, 1.400, 0.000, 0.900, 0, 1.800, -2, 5.000, 0, 0, 1, 0.000, 0, 76.700, -4.500, 2.000
2.300, 1, b'A', 83.375, -1.500, 0.000, 0.000, 0.000, 0.000, 36.250, 0.000, 5.736, 1.300, 0.000, 0.800, 0, 1.500, -1, 4.500, 2, 0, 1, 0.000, 0, 83.375, -1.500, 1.800
2.400, 0, b'Ego', 79.600, -4.500, 0.000, 0.000, 0.000, 0.000, 29.000, 0.000, 4.078, 1.400, 0.000, 0.900, 0, 1.800, -2, 5.000, 0, 0, 1, 0.000, 0, 79.600, -4.500, 2.000
2.400, 1, b'A', 87.000, -1.500, 0.000, 0.000, 0.000, 0.000, 36.250, 0.000, 3.527, 1.300, 0.000, 0.800, 0, 1.500, -1, 4.500, 2, 0, 1, 0.000, 0, 87.000, -1.500, 1.800
2.500, 0, b'Ego', 82.500, -4.500, 0.000, 0.000, 0.000, 0.000, 29.000, 0.000, 6.081, 1.400, 0.000, 0.900, 0, 1.800, -2, 5.000, 0, 0, 1, 0.000, 0, 82.500, -4.500, 2.000
2.500, 1, b'A', 90.625, -1.500, 0.000, 0.000, 0.000, 0.000, 36.250, 0.000, 1.318, 1.300, 0.000, 0.800, 0, 1.500, -1, 4.500, 2, 0, 1, 0.000, 0, 90.625, -1.500, 1.800
2.600, 0, b'Ego', 85.400, -4.500, 0.000, 0.000, 0.000, 0.000, 29.000, 0.000, 1.800, 1.400, 0.000, 0.900, 0, 1.800, -2, 5.000, 0, 0, 1, 0.000, 0, 85.400, -4.500, 2.000
2.600, 1, b'A', 94.250, -1.500, 0.000, 0.000, 0.000, 0.000, 36.250, 0.000, 5.392, 1.300, 0.000, 0.800, 0, 1.500, -1, 4.500, 2, 0, 1, 0.000, 0, 94.250, -1.500, 1.800
2.700, 0, b'Ego', 88.300, -4.500, 0.000, 0.000, 0.000, 0.000, 29.000, 0.000, 3.803, 1.400, 0.000, 0.900, 0, 1.800, -2, 5.000, 0, 0, 1, 0.000, 0, 88.300, -4.500, 2.000
2.700, 1, b'A', 97.875, -1.500, 0.000, 0.000, 0.000, 0.000, 36.250, 0.000, 3.183, 1.300, 0.000, 0.800, 0, 1.500, -1, 4.500, 2, 0, 1, 0.000, 0, 97.875, -1.500, 1.800
2.800, 0, b'Ego', 91.200, -4.500, 0.000, 0.000, 0.000, 0.000, 29.000, 0.000, 5.805, 1.400, 0.000, 0.900, 0, 1.800, -2, 5.000, 0, 0, 1, 0.000, 0, 91.200, -4.500, 2.000
2.800, 1, b'A', 101.500, -1.500, 0.000, 0.000, 0.000, 0.000, 36.250, 0.000, 0.973, 1.300, 0.000, 0.800, 0, 1.500, -1, 4.500, 2, 0, 1, 0.000, 0, 101.500, -1.500, 1.800
2.900, 0, b'Ego', 94.100, -4.500, 0.000, 0.000, 0.000, 0.000, 29.000, 0.000, 1.525, 1.400, 0.000, 0.900, 0, 1.800, -2, 5.000, 0, 0, 1, 0.000, 0, 94.100, -4.500, 2.000
2.900, 1, b'A', 105.125, -1.500, 0.000, 0.000, 0.000, 0.000, 36.250, 0.000, 5.047, 1.300, 0.000, 0.800, 0, 1.500, -1, 4.500, 2, 0, 1, 0.000, 0, 105.125, -1.500, 1.800
3.000, 0, b'Ego', 97.000, -4.500, 0.000, 0.000, 0.000, 0.000, 29.000, 0.000, 3.527, 1.400, 0.000, 0.900, 0, 1.800, -2, 5.000, 0, 0, 1, 0.000, 0, 97.000, -4.500, 2.000
3.000, 1, b'A', 108.750, -1.500, 0.000, 0.000, 0.000, 0.000, 36.250, 0.000, 2.838, 1.300, 0.000, 0.800, 0, 1.500, -1, 4.500, 2, 0, 1, 0.000, 0, 108.750, -1.500, 1.800
3.100, 0, b'Ego', 99.900, -4.500, 0.000, 0.000, 0.000, 0.000, 29.000, 0.000, 5.530, 1.400, 0.000, 0.900, 0, 1.800, -2, 5.000, 0, 0, 1, 0.000, 0, 99.900, -4.500, 2.000
3.100, 1, b'A', 112.375, -1.500, 0.000, 0.000, 0.000, 0.000, 36.250, 0.000, 0.629, 1.300, 0.000, 0.800, 0, 1.500, -1, 4.500, 2, 0, 1, 0.000, 0, 112.375, -1.500, 1.800
3.200, 0, b'Ego', 102.800, -4.500, 0.000, 0.000, 0.000, 0.000, 29.000, 0.000, 1.249, 1.400, 0.000, 0.900, 0, 1.800, -2, 5.000, 0, 0, 1, 0.000, 0, 102.800, -4.500, 2.000
3.200, 1, b'A', 116.000, -1.500, 0.000, 0.000, 0.000, 0.000, 36.250, 0.000, 4.703, 1.300, 0.000, 0.800, 0, 1.500, -1, 4.500, 2, 0, 1, 0.000, 0, 116.000, -1.500, 1.800
3.300, 0, b'Ego', 105.700, -4.500, 0.000, 0.000, 0.000, 0.000, 29.000, 0.000, 3.252, 1.400, 0.000, 0.900, 0, 1.800, -2, 5.000, 0, 0, 1, 0.000, 0, 105.700, -4.500, 2.000
3.300, 1, b'A', 119.625, -1.500, 0.000, 0.000, 0.000, 0.000, 36.250, 0.000, 2.494, 1.300, 0.000, 0.800, 0, 1.500, -1, 4.500, 2, 0, 1, 0.000, 0, 119.625, -1.500, 1.800
3.400, 0, b'Ego', 108.600, -4.500, 0.000, 0.000, 0.000, 0.000, 29.000, 0.000, 5.254, 1.400, 0.000, 0.900, 0, 1.800, -2, 5.000, 0, 0, 1, 0.000, 0, 108.600, -4.500, 2.000
3.400, 1, b'A', 123.250, -1.500, 0.000, 0.000, 0.000, 0.000, 36.250, 0.000, 0.284, 1.300, 0.000, 0.800, 0, 1.500, -1, 4.500, 2, 0, 1, 0.000, 0, 123.250, -1.500, 1.800
